OTUId	BIO3-1	ori3	BIO3-16	BIO1-16	BIO3-24	ori2	BIO1-24	ori1	BIO2-16	BIO3-8	BIO2-1	BIO2-24	BIO1-1	BIO1-8	BIO2-8
OTU_2179	2	1	0	0	1	0	1	0	2	1	1	1	0	2	0
OTU_1258	1	2	0	1	0	12	0	10	0	1	1	0	0	0	0
OTU_1433	0	2	0	0	0	6	0	1	0	0	0	0	1	0	0
OTU_2786	1	3	0	0	0	1	0	1	0	0	0	0	1	1	0
OTU_2109	2	5	0	3	1	1	0	1	0	0	1	0	3	1	0
OTU_1501	2	2	0	0	4	3	0	2	3	0	2	0	0	1	3
OTU_1524	1	3	0	0	0	3	0	4	0	0	0	0	0	0	0
OTU_3545	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_3258	0	0	1	0	0	1	0	2	0	1	2	0	0	0	0
OTU_3005	5	0	0	0	0	0	0	0	0	0	1	0	0	3	0
OTU_1825	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0
OTU_1033	1	11	0	2	4	14	2	5	1	0	0	2	3	0	0
OTU_1347	3	3	1	1	1	3	3	2	2	0	1	0	1	0	0
OTU_1641	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0
OTU_3792	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0
OTU_1631	3	6	0	0	0	2	0	0	0	0	2	0	0	0	0
OTU_2583	0	1	0	0	0	4	0	2	2	0	0	0	0	0	0
OTU_2169	1	1	0	0	2	3	0	1	0	0	0	0	0	2	0
OTU_1505	0	9	0	1	0	4	0	5	0	0	1	0	1	0	0
OTU_2302	1	4	0	0	0	0	1	2	0	0	3	0	2	0	0
OTU_2058	0	0	1	0	1	0	1	1	0	0	0	0	0	3	0
OTU_2866	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU_2116	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0
OTU_1376	1	2	0	0	0	6	0	6	1	0	1	0	0	0	0
OTU_2075	2	4	0	0	0	3	0	4	0	0	0	0	1	0	0
OTU_1634	1	2	0	2	0	0	2	2	0	0	2	0	1	0	0
OTU_3226	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2
OTU_3179	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU_2227	1	1	1	0	0	2	0	1	0	0	0	0	0	0	0
OTU_3164	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
OTU_2216	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0
OTU_1831	0	3	0	0	1	1	0	1	0	1	0	0	0	1	1
OTU_1551	0	2	1	0	1	1	1	0	0	1	2	0	1	1	1
OTU_1973	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_3052	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
OTU_3157	0	0	1	2	0	0	1	2	0	0	0	0	0	0	0
OTU_3161	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0
OTU_3153	0	1	1	0	0	4	0	2	0	0	1	0	0	0	0
OTU_2751	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_3631	0	1	0	0	0	1	0	3	0	0	0	0	0	1	0
OTU_1615	0	1	0	0	0	2	0	0	0	7	0	0	0	0	0
OTU_3800	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_3529	1	6	0	0	0	8	0	2	0	3	1	1	4	1	1
OTU_2030	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1
OTU_968	1	18	0	0	0	0	1	2	0	1	23	1	0	7	2
OTU_2606	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3495	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2272	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
OTU_3231	2	0	0	0	0	0	1	0	0	1	1	0	1	0	1
OTU_1328	3	2	0	0	0	9	0	7	0	0	2	0	3	0	1
OTU_3483	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0
OTU_1975	0	2	0	0	0	8	0	2	0	0	0	0	0	0	0
OTU_3305	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
OTU_2012	2	1	0	0	0	3	1	5	1	1	2	0	0	0	2
OTU_2461	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1976	0	1	0	0	0	2	0	6	0	0	0	0	0	0	0
OTU_2841	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2882	0	2	0	1	0	2	0	1	0	0	1	0	0	0	0
OTU_1706	1	2	0	0	0	1	1	1	0	1	0	1	2	0	2
OTU_1499	0	6	0	0	0	4	0	2	1	0	2	0	0	0	0
OTU_3003	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_1972	1	2	0	0	0	0	0	1	1	0	0	0	0	0	1
OTU_3724	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_1681	3	1	1	0	0	1	0	1	0	0	4	0	0	1	0
OTU_2504	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0
OTU_3253	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2736	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0
OTU_2057	0	0	0	0	2	0	0	6	0	0	1	0	0	0	0
OTU_2013	0	2	1	0	0	1	0	0	0	1	2	0	0	0	0
OTU_2483	0	0	0	0	0	0	0	0	3	0	0	1	0	1	1
OTU_2541	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_2564	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
OTU_2683	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1823	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2267	0	3	0	0	1	1	1	0	0	0	1	0	0	0	0
OTU_3331	0	3	0	0	0	1	0	1	0	0	2	0	0	0	0
OTU_1510	1	6	0	0	0	7	0	1	0	0	1	0	0	0	1
OTU_3350	0	7	0	0	0	6	0	2	0	0	1	0	1	0	0
OTU_1793	0	5	0	0	0	1	0	6	0	1	0	0	0	0	0
OTU_1344	0	0	1	1	1	3	2	1	0	0	2	0	0	1	2
OTU_1350	0	1	3	0	0	2	0	2	4	0	0	0	0	0	0
OTU_3749	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1303	3	3	1	2	1	4	1	2	1	0	2	0	1	0	0
OTU_1012	2	12	6	3	2	3	5	2	3	0	4	1	3	5	0
OTU_3793	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU_1529	3	3	0	0	0	6	0	7	0	0	1	0	0	0	0
OTU_3736	0	1	0	2	0	0	1	0	0	0	0	2	1	0	0
OTU_2729	1	2	0	0	0	5	0	1	0	0	0	0	1	0	0
OTU_2878	1	0	0	0	0	0	0	0	0	1	1	0	1	1	7
OTU_2559	0	2	0	0	1	0	1	2	0	0	0	0	0	0	1
OTU_3073	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3577	0	2	1	0	0	2	0	1	0	0	0	0	0	0	0
OTU_1716	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0
OTU_1034	5	4	0	0	0	12	0	4	0	0	3	0	3	0	0
OTU_2833	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3504	0	2	0	1	0	1	0	1	0	4	0	0	0	0	0
OTU_3236	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2548	0	2	2	0	0	1	0	0	1	1	0	0	2	0	1
OTU_3519	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2400	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2
OTU_3609	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_3303	0	3	0	0	0	2	0	0	0	0	2	0	2	0	0
OTU_2016	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
OTU_3472	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
OTU_1886	2	1	2	0	1	0	0	2	3	1	0	1	0	1	0
OTU_1311	0	2	0	0	12	0	1	1	2	0	0	2	0	0	0
OTU_3060	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1838	1	5	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2585	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU_1640	0	7	0	1	0	2	0	0	2	0	0	0	0	0	1
OTU_1260	4	4	0	0	0	5	0	8	0	0	2	0	0	0	0
OTU_3173	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU_2558	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1693	3	1	0	0	0	0	0	0	0	0	2	0	5	0	0
OTU_1056	3	16	0	1	0	6	0	5	0	0	4	0	1	0	1
OTU_1896	0	2	0	0	0	3	0	1	0	0	0	0	3	1	0
OTU_3355	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1
OTU_3664	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
OTU_1877	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
OTU_1575	2	1	0	0	0	5	0	0	1	0	0	0	3	1	0
OTU_3279	1	2	0	0	0	0	0	1	0	0	0	0	4	0	0
OTU_3050	0	1	0	0	0	2	1	0	0	0	3	0	0	0	1
OTU_3604	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0
OTU_3572	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
OTU_1523	1	2	0	0	0	6	0	5	0	0	1	0	0	2	1
OTU_2598	1	0	2	0	0	2	0	1	0	0	1	0	0	0	0
OTU_2009	0	4	0	0	0	3	0	1	0	0	0	0	0	0	0
OTU_3393	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3484	2	3	0	0	0	0	2	1	1	0	2	0	0	0	1
OTU_2420	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0
OTU_3708	1	2	1	0	0	2	0	2	0	0	0	0	0	0	0
OTU_1767	2	1	0	2	1	15	1	2	0	0	0	0	4	0	0
OTU_2306	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0
OTU_1408	1	12	0	0	0	4	0	8	0	0	0	0	2	0	0
OTU_2008	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1
OTU_2884	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0
OTU_3076	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
OTU_3333	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
OTU_3013	4	4	0	0	0	9	0	0	0	0	3	0	3	0	0
OTU_1900	1	0	1	1	1	0	1	2	1	2	1	0	1	2	0
OTU_3122	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_3579	1	1	0	0	0	1	0	1	2	0	1	0	0	0	0
OTU_1873	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0
OTU_1754	0	2	2	0	1	3	1	1	0	2	0	0	2	0	0
OTU_3743	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0
OTU_3384	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2158	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1
OTU_2542	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU_3183	0	1	0	2	1	3	1	2	1	0	1	1	1	0	0
OTU_3215	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_3597	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_2089	0	5	0	0	0	1	1	3	0	0	1	0	0	0	0
OTU_2309	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_3772	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_3752	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
OTU_3293	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_2487	0	2	0	0	0	2	0	4	0	0	2	0	0	0	2
OTU_1729	0	2	0	1	0	3	0	1	0	0	0	0	1	0	1
OTU_2311	0	3	0	1	0	4	0	2	0	0	0	0	0	0	0
OTU_3271	1	3	0	0	0	0	0	1	0	2	0	0	0	0	0
OTU_1807	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0
OTU_1314	2	9	0	0	0	1	1	3	0	0	1	0	0	1	0
OTU_1851	0	2	2	0	1	0	0	0	2	0	1	0	0	1	0
OTU_2014	2	0	0	1	0	1	0	0	1	1	0	0	1	2	0
OTU_2034	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
OTU_2421	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1867	1	8	0	0	0	3	1	1	0	0	0	0	0	0	0
OTU_2086	0	0	1	0	0	2	0	0	0	0	2	0	1	0	1
OTU_3108	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1
OTU_1163	1	10	0	0	0	7	0	1	0	0	1	0	2	0	0
OTU_3439	1	2	0	0	1	0	0	1	0	0	1	0	0	0	0
OTU_1369	0	3	0	0	1	6	2	1	0	0	1	0	2	0	0
OTU_1470	0	4	0	2	0	2	0	2	2	0	0	0	0	1	1
OTU_1552	0	3	0	0	0	3	0	1	0	0	0	0	1	0	0
OTU_3247	1	0	0	0	0	0	0	1	1	1	0	0	0	2	0
OTU_1667	1	6	0	0	0	5	0	2	0	1	2	0	1	0	0
OTU_2832	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1329	3	0	1	2	0	1	1	3	0	1	1	1	2	1	1
OTU_2808	0	3	0	0	0	1	0	3	0	0	0	0	0	0	0
OTU_3653	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0
OTU_2323	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1837	2	0	0	1	0	0	1	0	2	0	1	1	0	1	0
OTU_2411	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2507	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
OTU_3342	0	0	3	1	10	3	2	0	2	0	0	5	1	0	0
OTU_3048	2	4	0	0	0	4	0	4	0	0	0	0	1	0	0
OTU_2789	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU_2790	0	8	0	0	0	1	0	2	0	0	0	0	1	0	0
OTU_2617	4	1	0	0	1	0	0	3	0	0	0	0	2	0	0
OTU_3669	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU_3815	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
OTU_1988	0	1	0	2	0	3	1	1	0	0	0	0	0	0	1
OTU_1652	1	1	0	0	0	0	2	1	1	0	1	0	0	1	2
OTU_2502	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_2561	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_1605	0	1	0	0	0	5	0	3	0	0	0	0	0	0	0
OTU_2254	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2722	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0
OTU_3254	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1528	1	3	0	0	0	5	0	4	0	0	0	0	0	0	0
OTU_2517	0	2	0	0	0	2	0	1	0	1	0	0	0	0	2
OTU_2237	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
OTU_1319	0	5	1	2	0	5	1	2	0	0	2	0	1	0	0
OTU_3144	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1
OTU_1739	0	2	1	0	2	0	0	2	1	4	0	2	2	1	2
OTU_1818	2	3	0	0	0	2	0	5	0	0	0	0	0	0	0
OTU_1796	0	0	0	0	0	1	0	2	3	0	1	0	0	0	0
OTU_3769	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0
OTU_1355	3	0	0	1	2	2	0	2	2	2	1	3	2	0	2
OTU_2718	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3812	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
OTU_2650	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_2385	0	2	0	0	0	2	0	1	0	0	1	0	0	0	0
OTU_3000	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1
OTU_1885	2	2	1	2	1	0	1	2	2	0	1	1	0	0	0
OTU_2776	0	1	0	0	0	1	0	2	0	0	1	0	1	0	0
OTU_2537	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3477	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2071	1	5	0	0	0	2	0	1	0	0	0	0	2	0	0
OTU_3265	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2234	0	5	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU_2357	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0
OTU_1211	0	5	0	0	0	7	0	3	0	0	0	0	2	0	0
OTU_2817	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
OTU_2508	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0
OTU_3282	2	0	0	1	0	0	1	0	0	0	1	0	0	0	1
OTU_3676	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2904	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
OTU_3358	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0
OTU_1763	1	0	0	0	1	0	0	0	2	0	1	0	0	0	1
OTU_2686	0	1	0	0	0	1	0	2	0	0	2	0	0	0	0
OTU_3042	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2816	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
OTU_2821	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_3779	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1
OTU_2264	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0
OTU_2621	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU_2703	0	0	1	0	0	5	1	0	0	0	0	0	2	0	0
OTU_1480	0	3	0	0	0	2	0	3	0	0	0	0	0	0	0
OTU_2516	2	0	0	0	0	3	0	2	0	0	0	0	0	0	0
OTU_2474	0	2	0	0	0	0	0	0	0	2	1	0	0	1	0
OTU_2045	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0
OTU_3546	0	3	0	0	1	1	1	3	3	0	0	0	0	0	0
OTU_2476	0	1	0	0	1	2	0	2	0	0	1	0	0	0	0
OTU_3621	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2224	1	6	0	0	0	1	0	2	0	0	1	0	1	0	0
OTU_3315	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
OTU_1629	0	1	3	0	2	0	0	0	3	0	1	1	0	0	0
OTU_1389	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
OTU_1425	1	1	1	0	0	1	2	1	2	1	2	0	1	0	1
OTU_1781	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0
OTU_2552	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
OTU_2724	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3251	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3740	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0
OTU_2441	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0
OTU_3278	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_3120	0	1	0	0	0	2	0	0	2	0	0	0	1	1	0
OTU_2562	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_2223	0	0	4	0	1	0	4	0	0	0	0	0	0	0	0
OTU_2944	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
OTU_2501	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_2265	0	4	0	0	1	1	0	0	1	0	1	0	0	0	0
OTU_3629	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_3802	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0
OTU_1858	2	2	0	0	0	3	0	1	1	0	0	0	0	0	0
OTU_1723	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0
OTU_1590	1	2	0	0	1	2	0	1	1	0	0	0	0	1	0
OTU_1647	2	2	0	0	0	12	0	4	0	0	1	0	1	0	0
OTU_3143	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_3680	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0
OTU_1679	0	4	0	0	0	1	0	3	0	0	1	0	0	0	0
OTU_3270	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3662	0	8	0	0	0	1	0	10	0	0	1	0	0	0	0
OTU_2801	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3552	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2316	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1
OTU_2593	0	3	0	0	0	1	0	2	0	0	1	0	1	0	0
OTU_1676	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0
OTU_2239	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
OTU_2765	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1262	0	0	2	0	2	0	1	0	1	5	0	1	0	3	4
OTU_2935	0	1	1	0	0	2	0	4	1	0	0	0	0	0	0
OTU_1554	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0
OTU_2891	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0
OTU_2131	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2
OTU_2415	0	1	0	0	0	1	0	0	1	0	1	4	2	0	1
OTU_3638	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_1168	0	10	0	0	0	8	0	1	0	0	0	0	1	0	0
OTU_3088	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_2407	0	1	0	0	1	2	0	4	0	0	0	0	0	0	0
OTU_3424	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_2081	2	1	1	2	1	1	0	0	0	1	1	0	0	1	1
OTU_2062	0	1	0	0	0	4	0	2	0	0	1	0	0	0	0
OTU_3421	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2515	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU_3789	0	3	0	0	0	9	0	7	0	0	2	0	0	0	1
OTU_3542	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_3617	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2262	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1712	1	6	0	0	0	6	0	8	0	0	1	0	2	0	0
OTU_1683	0	2	0	0	0	4	0	2	1	0	1	0	1	0	0
OTU_2799	0	0	0	1	0	0	1	0	0	0	0	1	1	0	3
OTU_1578	1	6	0	0	0	0	1	0	0	0	1	0	1	0	0
OTU_2677	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1378	0	5	0	0	0	4	0	1	1	0	3	0	0	3	1
OTU_1811	0	3	1	0	0	3	2	1	0	0	0	0	0	0	0
OTU_3419	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_3261	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2398	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0
OTU_3131	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
OTU_2426	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_3210	3	5	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_3209	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_1841	1	0	3	0	1	0	0	0	0	0	0	0	1	0	1
OTU_2181	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
OTU_2798	0	1	0	0	0	2	2	0	0	0	0	1	0	0	0
OTU_2921	0	1	0	0	0	3	0	1	0	0	1	0	0	0	0
OTU_2616	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0
OTU_1974	0	5	0	0	0	3	0	3	0	0	0	0	0	0	0
OTU_3193	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1708	0	5	0	0	0	3	0	3	0	0	0	2	2	0	0
OTU_1919	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_2004	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0
OTU_3513	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0
OTU_3044	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2459	1	2	0	0	0	6	0	1	0	0	0	1	0	0	0
OTU_3623	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3092	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_3568	2	3	1	0	0	0	0	2	2	0	1	0	0	0	0
OTU_3685	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU_2632	0	2	0	0	0	0	0	2	0	0	0	1	1	0	0
OTU_2787	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU_2363	0	0	1	1	0	0	1	0	1	0	1	1	1	1	2
OTU_2497	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2888	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1960	1	1	2	0	0	1	0	1	2	1	2	1	0	1	0
OTU_2097	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2467	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0
OTU_3154	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_1863	0	0	0	0	0	3	0	1	0	1	1	1	0	0	0
OTU_3681	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_3670	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0
OTU_1699	1	6	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_2556	0	1	0	0	0	1	0	3	0	0	2	1	1	1	0
OTU_3712	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1546	0	0	2	0	0	0	1	0	1	2	2	1	0	0	2
OTU_1317	1	3	2	0	1	4	1	1	0	2	3	1	1	1	3
OTU_2245	1	1	0	0	0	5	0	3	0	0	0	0	1	0	0
OTU_2938	0	4	0	0	0	3	0	0	0	0	1	0	0	0	0
OTU_2767	0	0	0	0	0	6	0	1	0	0	0	1	1	0	0
OTU_1747	0	1	0	0	0	0	0	0	0	8	0	0	1	0	0
OTU_2145	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0
OTU_3450	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
OTU_3451	0	0	0	1	0	1	1	2	0	1	0	0	1	0	1
OTU_2990	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1
OTU_2228	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
OTU_1040	0	13	0	0	0	8	0	4	0	0	0	1	0	1	0
OTU_1623	0	3	0	0	1	2	1	4	0	0	0	0	1	0	0
OTU_3684	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1686	0	0	0	2	1	0	0	0	1	0	1	2	0	0	0
OTU_1857	1	1	0	0	0	0	1	1	0	0	0	0	1	0	2
OTU_1650	0	2	0	0	0	7	0	3	0	0	0	0	0	0	0
OTU_1357	6	1	1	2	0	0	2	0	0	1	4	0	0	0	2
OTU_1428	2	6	0	0	0	6	0	9	0	0	2	0	1	0	0
OTU_2094	0	1	1	0	0	1	0	0	0	3	0	0	2	0	0
OTU_3274	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1893	1	6	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_2746	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3313	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1951	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
OTU_2643	1	5	0	2	1	0	0	1	1	0	1	0	0	0	0
OTU_2747	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_2697	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_3668	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
