OTUID	B1	B1D1	B1D2	B1D3	B1D4	B1D5	B1L1	B1L2	B1L3	B1L4	B1L5	B1R1	B1R2	B1R3	B1R4	B1R5	B1U1	B1U2	B1U3	B1U4	B1U5	B2	B2D1	B2D2	B2D3	B2D4	B2D5	B2L1	B2L2	B2L3	B2L4	B2L5	B2R1	B2R2	B2R3	B2R4	B2R5	B2U1	B2U2	B2U3	B2U4	B2U5	B3	B3D1	B3D2	B3D3	B3D4	B3D5	B3L1	B3L2	B3L3	B3L4	B3L5	B3R1	B3R2	B3R3	B3R4	B3R5	B3U1	B3U2	B3U3	B3U4	B3U5	T0	T0D1	T0D2	T0D3	T0D4	T0D5	T0D6	T0L1	T0L2	T0L3	T0L4	T0L5	T0L6	T0R1	T0R2	T0R3	T0R4	T0R5	T0R6	T0U1	T0U2	T0U3	T0U4	T0U5	T0U6	T1	T1D1	T1D2	T1D3	T1D4	T1D5	T1D6	T1L1	T1L2	T1L3	T1L4	T1L5	T1L6	T1R1	T1R2	T1R3	T1R4	T1R5	T1R6	T1U1	T1U2	T1U3	T1U4	T1U5	T1U6	DL1	DL10	DL30	DL5	DL75	DR1	DR10	DR30	DR5	DR75	HA0	UL1	UL10	UL30	UL5	UL75	UR1	UR10	UR30	UR5	UR75
OTU_154	2	1	6	3	6	0	0	13	2	2	8	2	2	4	5	1	0	8	4	2	6	0	1	4	1	0	0	0	1	9	0	5	0	1	1	8	0	0	5	9	0	0	2	3	2	3	5	6	1	5	2	2	1	1	3	5	8	0	5	1	5	8	0	0	1	2	1	0	0	0	1	0	0	1	0	0	1	1	1	0	2	1	0	0	1	1	0	2	1	0	2	0	3	0	0	0	2	0	1	0	0	0	1	0	1	4	0	2	0	2	1	2	2	79	88	45	32	113	108	130	100	86	97	60	39	86	103	48	63	54	94	97	155	215
OTU_24589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	67	65	157	72	248	131	76	62	24	246	139	149	93	66	237	141	110	144	75	392
OTU_95240	396	851	650	312	435	565	217	479	689	556	748	405	703	567	32	33	564	392	653	171	435	12	184	166	328	279	276	144	15	222	709	354	112	129	141	366	291	301	268	410	344	89	292	338	244	309	286	430	425	511	455	390	357	265	211	403	307	130	200	474	20	546	173	167	184	184	197	197	210	176	105	281	220	214	301	168	122	193	75	276	310	286	161	111	88	249	117	222	335	21	263	311	219	241	6	262	258	24	18	17	211	289	224	254	214	218	159	283	193	216	298	295	208	175	223	244	159	68	143	165	88	217	332	158	154	222	166	198	114	94	177	138	251	72
OTU_82133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	97	46	45	26	156	129	39	132	27	70	66	95	48	55	86	91	72	40	131	85
OTU_72545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	50	36	42	13	76	87	26	77	44	41	69	59	33	47	55	73	44	21	123	74
OTU_35855	2	0	0	0	1	0	14	0	0	0	1	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	6	3	1	2	2	2	1	7	5	7	4	6	10	0	2	1	1	3	0
OTU_441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	13	37	7	0	5	4	0	5	0	34	2	5	4	2	25	2	1	1	0	8
OTU_82105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	119	1	39	9	10	60	7	2	1	17	115	0	63	69	87	88	94	21
OTU_14303	24	34	22	59	47	24	3	22	29	50	21	56	71	19	1	4	64	68	47	28	33	2	31	35	32	7	14	18	4	49	33	36	16	13	31	24	13	39	38	25	46	1	17	15	11	18	0	85	37	20	27	26	22	31	8	39	24	6	13	35	3	31	10	8	16	16	14	3	13	9	8	14	11	5	8	6	5	17	2	1	5	16	6	8	4	9	2	7	17	2	12	17	15	14	1	16	16	1	0	1	11	6	23	10	27	6	6	17	40	1	18	6	2	4	3	12	4	2	5	11	50	11	9	4	2	7	6	5	27	37	14	7	24	28
OTU_78872	5	8	11	11	32	11	0	5	16	22	9	13	6	16	3	8	8	10	3	11	6	1	18	24	9	13	21	25	12	21	42	39	5	10	4	16	8	3	18	33	11	4	45	47	19	28	12	59	16	12	20	12	18	11	9	29	1	2	12	28	4	13	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	1	2	0	0	1	5
OTU_9417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_64	57	38	29	24	7	34	2	16	99	16	109	20	90	80	51	14	41	84	40	13	46	24	13	2	3	55	24	30	17	56	24	99	51	9	5	41	5	7	8	11	1	1	0	0	1	6	0	45	0	4	5	1	1	0	2	0	16	7	0	0	0	2	1	2	5	1	9	0	0	0	4	4	5	2	7	0	5	3	0	6	3	2	4	5	2	0	2	3	8	7	5	9	4	9	6	5	13	3	7	0	2	5	5	4	9	4	3	13	17	7	3	6	4	62	56	35	108	8	74	94	21	146	87	15	17	93	102	78	13	145	109	59	128	31
OTU_409	0	1	2	0	0	2	3	0	0	0	2	0	0	2	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	38	29	25	23	15	11	1	22	32	35	48	53	34	29	9	8	13	4	18	5
OTU_87454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_3799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_104870	6	37	22	21	54	1	4	41	42	70	8	33	28	38	0	0	37	32	26	8	26	0	17	20	30	13	26	4	1	22	35	30	14	17	33	11	16	19	21	20	6	0	24	29	13	9	32	9	78	41	18	33	11	24	16	67	3	25	29	60	2	22	15	3	12	8	5	0	3	1	4	4	4	1	6	2	3	12	2	2	3	10	8	8	4	2	1	1	2	0	2	9	2	7	0	5	4	0	0	0	2	3	6	2	11	1	4	0	0	1	8	14	8	21	19	21	13	15	19	19	12	11	12	29	45	16	21	21	17	18	11	9	6	4
OTU_708	3	0	1	3	1	0	0	0	0	3	0	1	3	4	0	0	1	7	1	2	5	0	1	3	0	1	0	1	1	1	1	7	1	1	2	2	2	1	0	1	1	1	0	2	1	0	1	2	0	0	0	1	0	1	2	0	1	0	1	0	2	3	2	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	4	0	0	1	0	0	0	3	1	0	2	1	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	4	0	0	12	4	8	23	0	11	6	1	6	1	18	36	5	5	16	2	7	2	3	1	2
OTU_30236	3	1	1	0	0	0	1	3	0	3	2	0	4	4	5	3	1	1	0	0	0	1	0	1	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	10	1	0	2	1	2	1	1	2	2	1	1	0	0	3	8	1	1	1	2	2	3	0	1	0	0	1	1	2	0	1	0	1	1	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	1	0	0	0	1	0	1	3	0	0	1	1	1	2	1	2	2	5	6	5	2	3	2	1	3	7	3	1	2	1	2	2	3	3	1	12
OTU_6018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	64	49	90	52	144	119	50	106	16	110	92	93	39	43	124	88	54	54	84	175
OTU_88793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	32	41	1	1	0	4	0	0	0	20	58	12	0	10	1	2	1	0	2	0
OTU_613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	0	1	9	1	2	0	0	9	4	3	2	3	1	1	0	2	0	1
OTU_84986	2	1	1	0	1	0	1	1	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	2	0	0	10	0	2	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	2	0	1	0	1	1	0	0	1	1	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	9	4	8	12	26	6	4	1	15	7	13	15	6	13	6	12	6	9	26
OTU_11081	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	19	22	26	52	15	17	13	12	13	15	23	18	7	40	17	26	22	13	93
OTU_32469	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	5	1	0	0	0	0	0	1	0	1	3	0	0	1	0	1	0	1	6	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	1	0	0	1	1	1	0	0	0	0	0	1
OTU_674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	81	70	93	105	136	123	35	47	16	159	77	113	82	61	213	61	44	65	52	175
OTU_27530	0	7	3	0	0	0	2	6	3	1	1	2	1	3	4	3	0	4	5	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0	5	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	170	41	51	4	105	108	0	106	3	44	56	81	36	418	4	57	6	0	19	7
OTU_400	13	24	10	6	6	1	19	12	11	12	21	11	29	32	4	8	8	40	6	4	35	1	3	3	0	1	6	3	0	12	3	9	3	1	5	4	3	1	5	2	1	0	5	21	6	8	8	34	19	9	17	4	4	5	1	15	9	6	6	15	5	7	1	12	11	15	16	7	13	20	7	15	13	7	13	5	6	18	2	16	19	9	16	9	9	16	13	14	17	2	34	25	13	16	6	16	10	4	9	3	12	11	5	9	19	18	9	15	13	15	19	8	11	9	10	10	8	8	14	6	9	16	24	12	1	28	42	11	11	18	30	8	62	15
OTU_4961	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0
OTU_50	3	1	0	0	0	3	4	0	0	0	0	3	3	0	1	0	6	6	11	0	0	0	0	0	1	0	0	1	0	1	0	2	1	1	1	1	1	1	0	3	1	4	1	3	2	1	0	1	2	0	1	6	1	1	1	0	1	0	2	1	0	2	2	6	4	8	4	6	2	4	4	3	2	2	3	1	1	5	3	4	5	2	9	4	5	0	1	6	3	0	6	3	5	4	0	7	5	0	1	0	7	2	3	3	3	4	1	4	2	3	4	4	3	89	123	305	58	2	352	48	220	109	465	38	110	199	222	54	92	433	161	104	19	44
OTU_561	5	12	49	8	15	0	4	13	9	12	30	12	10	21	2	4	21	35	10	8	14	2	9	11	5	1	0	8	0	8	0	3	2	7	13	7	2	7	7	12	3	1	12	5	3	6	8	0	6	4	4	4	3	3	3	11	5	10	8	13	3	5	4	0	0	1	2	1	0	1	2	0	0	0	0	1	3	0	0	2	1	1	2	0	0	1	1	1	2	0	2	0	0	0	0	1	0	0	0	1	2	1	2	1	0	2	1	0	0	2	0	3	1	40	10	10	21	16	69	37	20	20	10	30	21	21	21	23	15	17	12	43	14	7
OTU_69188	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_716	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	1	13	9	6	7	4	9	5	6	13	9	8	7	6	8	5	8	6	9	8	4	5	3	11	0	5	11	1	8	11	11	6	7	10	12	4	1	1	8	3	13	2	6	4	0	13	6	5	9	7	5	0	0	0	30	0	8	2	2	1	0	0	0	2	6	0	0	0	9	0	9	0
OTU_14320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	24	20	36	8	25	17	10	31	0	21	19	3	5	8	99	16	11	3	36	11
OTU_291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	7	21	33	19	74	27	17	15	4	50	33	28	21	10	63	15	25	29	28	136
OTU_100947	2	21	4	109	3	0	1	24	1	0	1	2	26	14	1	3	4	24	14	2	15	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	38	13	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	3	0	1	0	2	3	1	0	1	11	31	4	0	6	8	0	6	1	2	1	1	2	0	3	26	10	1	9	0
OTU_61105	46	30	32	17	28	51	19	32	84	10	81	15	87	46	0	0	31	46	102	5	19	0	47	46	24	10	4	32	0	12	10	44	29	13	46	4	1	34	24	16	4	24	45	49	45	30	8	68	32	35	42	32	22	29	47	33	21	3	18	20	0	34	6	15	6	16	15	2	4	5	4	11	13	5	10	7	7	10	0	6	3	7	5	2	3	8	3	9	16	0	4	8	7	9	0	15	13	0	1	0	10	8	16	2	9	12	0	10	13	4	1	6	0	51	37	60	72	13	64	41	71	109	70	37	39	76	50	70	86	101	111	56	157	88
OTU_61237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	8	7	13	14	17	4	6	4	14	11	13	6	6	20	5	5	7	4	14
OTU_52442	0	1	0	1	0	0	1	0	0	0	4	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	6	0	3	3	0	0	3	2	2	0	2	9	4	11	0
OTU_3889	0	1	5	0	0	0	2	1	0	0	3	0	0	1	0	3	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	1	1	0	4	3	1	2	11	1	14	2	3	3	0	4	2	1	0	1
OTU_93	41	49	41	26	73	52	28	36	68	21	41	23	51	59	7	8	39	22	57	14	26	19	44	26	86	39	40	21	20	30	90	63	42	29	24	54	32	58	51	69	55	31	34	58	40	38	9	72	54	73	75	49	36	34	30	61	22	24	25	37	7	54	12	15	13	20	14	15	14	12	8	18	12	11	24	14	7	14	3	7	8	17	11	14	11	17	13	17	11	2	12	18	16	11	2	15	21	2	3	3	9	16	21	4	10	9	4	13	5	11	23	11	7	10	5	29	2	2	1	1	24	3	16	1	2	9	28	10	17	14	13	10	14	3
OTU_247	12	22	20	29	52	45	10	56	43	48	38	15	13	22	35	3	15	10	37	16	12	14	24	36	13	22	24	24	16	18	26	32	17	27	24	14	36	34	50	50	28	51	18	37	23	29	11	69	52	31	46	76	31	41	36	54	103	23	15	41	8	37	71	3	5	8	10	4	3	2	2	8	8	15	6	12	7	8	4	2	1	5	6	5	0	8	0	4	3	1	3	9	4	6	0	3	4	2	2	0	4	10	10	3	5	5	1	12	5	2	5	3	5	10	67	44	0	1	6	20	15	21	5	18	27	32	19	87	54	37	48	6	124	9
OTU_46	125	175	197	102	91	100	129	153	225	115	226	70	218	148	34	39	172	89	112	51	92	37	57	31	47	75	44	70	19	73	59	126	46	42	53	92	46	64	56	100	52	28	61	104	83	62	15	97	43	111	71	52	45	37	53	53	54	24	28	62	14	145	32	26	41	25	31	36	28	39	28	29	26	21	39	28	19	51	19	49	37	39	33	20	18	32	25	35	34	18	48	52	28	35	16	51	47	11	16	10	42	69	58	47	50	46	28	53	54	50	41	50	36	24	36	33	15	7	32	32	39	64	102	10	5	22	19	17	14	39	44	47	45	10
OTU_389	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	4	5	5	6	10	18	4	1	31	43	12	7	17	22	8	3	2	8	15
OTU_98304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	2	0	0	0	4	0	0	0	0	0	1	0
OTU_42820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
