 OTUID	N1_0	N2_0	N3_0	N1_40	N2_40	N3_40	N1_60	N2_60	N3_60	E1_0	E2_0	E3_0	E1_40	E2_40	E3_40	E1_60	E2_60	E3_60
OTU_1936	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1752	0	0	1	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0
OTU_1703	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1061	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1
OTU_2738	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2171	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2114	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_943	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1975	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2231	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1441	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2597	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2752	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0
OTU_2313	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1366	0	0	0	0	0	0	0	0	0	4	5	2	0	0	0	0	1	0
OTU_1827	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0
OTU_985	0	0	0	0	0	0	2	1	0	0	5	0	0	0	0	0	0	0
OTU_1887	2	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_826	0	0	0	9	0	0	0	0	2	0	0	2	0	0	0	0	0	0
OTU_2170	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_2311	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1690	0	0	0	0	2	0	1	1	1	2	0	2	1	1	1	0	1	0
OTU_1928	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0
OTU_1483	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
OTU_2266	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_855	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1779	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0
OTU_2044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_2162	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1004	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
OTU_2396	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	1	0
OTU_827	1	0	0	0	0	0	2	1	1	0	0	1	0	0	0	1	0	0
OTU_2676	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
OTU_2555	0	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	0	0
OTU_2689	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1642	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2074	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2069	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
OTU_1278	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2686	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_2229	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1787	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
OTU_2397	0	1	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0
OTU_1350	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1978	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
OTU_2559	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1618	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2638	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1071	4	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_1833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2567	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
OTU_1955	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2574	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1994	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
OTU_2808	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
OTU_2308	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1764	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
OTU_1663	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1247	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1125	0	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0
OTU_996	2	3	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
OTU_1591	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2248	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0
OTU_1872	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_2714	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
OTU_1718	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1705	0	0	0	0	3	1	2	1	0	0	0	0	0	0	0	0	0	0
OTU_2276	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1235	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_1303	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1329	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_2322	1	0	1	2	0	1	2	1	0	0	0	1	0	1	0	0	0	0
OTU_1680	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1949	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1339	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_2205	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_2127	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1503	0	1	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0
OTU_2132	1	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
OTU_2702	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1951	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1180	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2267	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2565	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_2077	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2549	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1691	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1651	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
OTU_2320	3	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2591	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2478	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0
OTU_2181	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_917	1	0	0	0	1	1	0	0	1	0	0	0	0	0	3	0	1	0
OTU_2734	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1189	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1
OTU_982	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_2329	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2291	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1790	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2281	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2448	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1786	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1013	1	0	0	1	0	0	6	0	1	0	0	0	0	0	0	5	1	0
OTU_2708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1599	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2566	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2659	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1808	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2361	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1985	0	0	0	0	0	0	0	2	1	2	0	0	1	1	0	0	0	0
OTU_940	0	0	0	4	1	0	0	1	2	0	0	0	0	0	0	0	0	1
OTU_2683	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_2782	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_2515	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	3
OTU_1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_2732	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1890	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
OTU_2122	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2316	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0
OTU_2370	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_2133	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_2618	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2493	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1893	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1407	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_2285	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2190	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
OTU_766	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1901	2	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0
OTU_1769	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1768	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2101	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1028	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
OTU_2206	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
OTU_2105	0	1	0	2	0	0	0	0	2	0	1	2	0	0	0	1	0	3
OTU_2086	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1025	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_1417	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_963	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_2512	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1471	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1416	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
OTU_1270	1	1	0	0	0	1	0	1	4	0	0	0	0	1	0	0	0	0
OTU_1919	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1204	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2369	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
OTU_1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
OTU_1518	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2399	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_2664	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2207	0	0	0	1	0	0	5	0	0	0	0	0	0	1	0	0	0	0
OTU_2338	3	4	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU_2630	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_2463	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
OTU_2575	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU_2106	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1033	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2315	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1297	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1481	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2548	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1459	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2046	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1731	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2480	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2507	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2588	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1638	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1490	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2272	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_969	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0
OTU_1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2662	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1341	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2076	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0
OTU_1552	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_2107	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1227	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2271	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1
OTU_1577	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
OTU_2091	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_2270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2475	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1544	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1133	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2102	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1807	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2326	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2754	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2771	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2717	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_2491	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0
OTU_2580	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_2026	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2668	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1056	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1
OTU_1564	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2290	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1749	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2093	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1500	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2784	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
OTU_2251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2028	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
OTU_2764	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2247	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2347	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1742	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1337	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2411	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0
OTU_1530	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1847	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1146	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
OTU_2395	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
OTU_1041	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2166	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2643	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2103	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1245	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_2083	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2666	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	1
OTU_1665	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0
OTU_2772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2429	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1493	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2094	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1658	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2763	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2792	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1259	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2428	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2038	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1355	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1099	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2561	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_1811	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
OTU_2299	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2244	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2608	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1659	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1428	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1766	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1672	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_1581	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2665	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2685	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2805	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1047	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1576	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1404	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1921	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0
OTU_2321	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2377	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2323	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2
OTU_2430	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1156	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_1794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2393	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_866	0	1	0	0	0	0	1	1	0	2	1	0	1	0	2	1	0	0
OTU_1536	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1009	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1389	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1150	1	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1077	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2442	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0
OTU_2194	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2705	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1075	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_2704	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0
OTU_1316	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1800	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1541	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2372	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2420	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2435	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2362	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0
OTU_2667	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2374	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1716	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1533	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2644	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
OTU_1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2295	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2057	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1102	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_918	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_2147	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1129	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1477	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2
OTU_1593	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1824	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0
OTU_2328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2625	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1639	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU_2779	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
